378/1000: 0.974 | 0.910 | 0.850 | 0.760 | 0.670 | 
379/1000: 0.974 | 0.908 | 0.847 | 0.758 | 0.668 | 
380/1000: 0.974 | 0.908 | 0.848 | 0.759 | 0.669 | 
381/1000: 0.974 | 0.908 | 0.848 | 0.759 | 0.670 | 
382/1000: 0.974 | 0.909 | 0.849 | 0.760 | 0.671 | 
383/1000: 0.974 | 0.909 | 0.846 | 0.758 | 0.669 | 
384/1000: 0.974 | 0.909 | 0.847 | 0.758 | 0.670 | 
385/1000: 0.974 | 0.909 | 0.847 | 0.759 | 0.671 | 
386/1000: 0.974 | 0.907 | 0.845 | 0.757 | 0.669 | 
387/1000: 0.974 | 0.907 | 0.845 | 0.758 | 0.670 | 
388/1000: 0.974 | 0.907 | 0.846 | 0.758 | 0.671 | 
389/1000: 0.974 | 0.908 | 0.844 | 0.756 | 0.669 | 
390/1000: 0.974 | 0.908 | 0.844 | 0.757 | 0.670 | 
391/1000: 0.974 | 0.908 | 0.842 | 0.755 | 0.668 | 
392/1000: 0.975 | 0.908 | 0.840 | 0.753 | 0.667 | 
393/1000: 0.975 | 0.909 | 0.838 | 0.751 | 0.665 | 
394/1000: 0.975 | 0.909 | 0.838 | 0.752 | 0.666 | 
395/1000: 0.975 | 0.909 | 0.838 | 0.753 | 0.664 | 
396/1000: 0.975 | 0.909 | 0.839 | 0.753 | 0.665 | 
397/1000: 0.975 | 0.910 | 0.839 | 0.754 | 0.663 | 
398/1000: 0.975 | 0.910 | 0.840 | 0.754 | 0.664 | 
399/1000: 0.975 | 0.910 | 0.840 | 0.755 | 0.665 | 
400/1000: 0.975 | 0.910 | 0.840 | 0.756 | 0.666 | 
401/1000: 0.975 | 0.910 | 0.838 | 0.754 | 0.664 | 
402/1000: 0.973 | 0.908 | 0.836 | 0.752 | 0.663 | 
403/1000: 0.973 | 0.908 | 0.837 | 0.752 | 0.663 | 
404/1000: 0.973 | 0.909 | 0.837 | 0.751 | 0.662 | 
405/1000: 0.973 | 0.909 | 0.837 | 0.751 | 0.663 | 
406/1000: 0.973 | 0.909 | 0.838 | 0.752 | 0.663 | 
407/1000: 0.973 | 0.909 | 0.838 | 0.752 | 0.662 | 
408/1000: 0.973 | 0.910 | 0.836 | 0.751 | 0.660 | 
409/1000: 0.973 | 0.910 | 0.837 | 0.751 | 0.661 | 
410/1000: 0.973 | 0.910 | 0.837 | 0.752 | 0.662 | 
411/1000: 0.973 | 0.910 | 0.837 | 0.752 | 0.663 | 
412/1000: 0.973 | 0.910 | 0.838 | 0.753 | 0.663 | 
413/1000: 0.973 | 0.911 | 0.838 | 0.754 | 0.664 | 
414/1000: 0.973 | 0.908 | 0.836 | 0.752 | 0.663 | 
415/1000: 0.974 | 0.909 | 0.837 | 0.752 | 0.663 | 
416/1000: 0.974 | 0.909 | 0.837 | 0.753 | 0.664 | 
417/1000: 0.974 | 0.909 | 0.837 | 0.754 | 0.665 | 
418/1000: 0.974 | 0.909 | 0.838 | 0.754 | 0.666 | 
419/1000: 0.974 | 0.910 | 0.838 | 0.755 | 0.667 | 
420/1000: 0.974 | 0.910 | 0.836 | 0.753 | 0.665 | 
421/1000: 0.974 | 0.910 | 0.836 | 0.754 | 0.666 | 
422/1000: 0.974 | 0.910 | 0.837 | 0.754 | 0.667 | 
423/1000: 0.974 | 0.910 | 0.837 | 0.755 | 0.667 | 
424/1000: 0.974 | 0.911 | 0.838 | 0.755 | 0.668 | 
425/1000: 0.974 | 0.911 | 0.838 | 0.756 | 0.669 | 
426/1000: 0.974 | 0.911 | 0.838 | 0.756 | 0.670 | 
427/1000: 0.974 | 0.911 | 0.839 | 0.755 | 0.668 | 
428/1000: 0.974 | 0.911 | 0.839 | 0.755 | 0.669 | 
429/1000: 0.974 | 0.912 | 0.840 | 0.756 | 0.670 | 
430/1000: 0.974 | 0.912 | 0.840 | 0.754 | 0.668 | 
431/1000: 0.975 | 0.912 | 0.840 | 0.755 | 0.669 | 
432/1000: 0.975 | 0.912 | 0.841 | 0.755 | 0.670 | 
433/1000: 0.975 | 0.912 | 0.841 | 0.756 | 0.671 | 
434/1000: 0.975 | 0.913 | 0.841 | 0.756 | 0.671 | 
435/1000: 0.975 | 0.913 | 0.842 | 0.757 | 0.672 | 
436/1000: 0.975 | 0.913 | 0.842 | 0.757 | 0.673 | 
437/1000: 0.975 | 0.913 | 0.842 | 0.758 | 0.674 | 
438/1000: 0.975 | 0.913 | 0.843 | 0.759 | 0.674 | 
439/1000: 0.975 | 0.914 | 0.843 | 0.759 | 0.675 | 
440/1000: 0.975 | 0.914 | 0.844 | 0.757 | 0.673 | 
441/1000: 0.975 | 0.914 | 0.844 | 0.758 | 0.674 | 
442/1000: 0.975 | 0.914 | 0.844 | 0.758 | 0.675 | 
443/1000: 0.975 | 0.914 | 0.845 | 0.757 | 0.673 | 
444/1000: 0.975 | 0.915 | 0.845 | 0.757 | 0.674 | 
445/1000: 0.975 | 0.915 | 0.845 | 0.758 | 0.675 | 
446/1000: 0.975 | 0.915 | 0.846 | 0.758 | 0.673 | 
447/1000: 0.975 | 0.915 | 0.846 | 0.759 | 0.674 | 
448/1000: 0.976 | 0.915 | 0.846 | 0.757 | 0.673 | 
449/1000: 0.976 | 0.916 | 0.847 | 0.758 | 0.673 | 
450/1000: 0.976 | 0.916 | 0.847 | 0.758 | 0.674 | 
451/1000: 0.973 | 0.914 | 0.845 | 0.757 | 0.673 | 
452/1000: 0.974 | 0.914 | 0.845 | 0.757 | 0.673 | 
453/1000: 0.974 | 0.914 | 0.846 | 0.758 | 0.674 | 
454/1000: 0.974 | 0.914 | 0.846 | 0.758 | 0.673 | 
455/1000: 0.974 | 0.914 | 0.846 | 0.759 | 0.673 | 
456/1000: 0.974 | 0.915 | 0.847 | 0.759 | 0.674 | 
457/1000: 0.974 | 0.915 | 0.847 | 0.760 | 0.675 | 
458/1000: 0.974 | 0.915 | 0.847 | 0.760 | 0.675 | 
459/1000: 0.974 | 0.915 | 0.848 | 0.761 | 0.676 | 
460/1000: 0.974 | 0.915 | 0.846 | 0.759 | 0.675 | 
461/1000: 0.974 | 0.916 | 0.846 | 0.760 | 0.675 | 
462/1000: 0.974 | 0.916 | 0.847 | 0.760 | 0.676 | 
463/1000: 0.974 | 0.916 | 0.847 | 0.761 | 0.675 | 
464/1000: 0.974 | 0.916 | 0.847 | 0.761 | 0.675 | 
465/1000: 0.974 | 0.916 | 0.848 | 0.760 | 0.674 | 
466/1000: 0.974 | 0.916 | 0.848 | 0.760 | 0.675 | 
467/1000: 0.974 | 0.917 | 0.846 | 0.759 | 0.673 | 
468/1000: 0.974 | 0.917 | 0.844 | 0.757 | 0.672 | 
469/1000: 0.974 | 0.917 | 0.845 | 0.757 | 0.672 | 
470/1000: 0.975 | 0.917 | 0.845 | 0.758 | 0.673 | 
471/1000: 0.975 | 0.917 | 0.845 | 0.758 | 0.674 | 
472/1000: 0.975 | 0.918 | 0.846 | 0.759 | 0.674 | 
473/1000: 0.975 | 0.918 | 0.846 | 0.757 | 0.673 | 
474/1000: 0.975 | 0.918 | 0.846 | 0.758 | 0.672 | 
475/1000: 0.973 | 0.916 | 0.845 | 0.756 | 0.670 | 
476/1000: 0.973 | 0.916 | 0.845 | 0.757 | 0.671 | 
477/1000: 0.973 | 0.916 | 0.845 | 0.755 | 0.669 | 
478/1000: 0.973 | 0.916 | 0.846 | 0.756 | 0.670 | 
479/1000: 0.973 | 0.917 | 0.846 | 0.756 | 0.669 | 
480/1000: 0.973 | 0.917 | 0.846 | 0.757 | 0.669 | 
481/1000: 0.973 | 0.917 | 0.846 | 0.755 | 0.668 | 
482/1000: 0.973 | 0.917 | 0.847 | 0.756 | 0.669 | 
483/1000: 0.973 | 0.917 | 0.847 | 0.756 | 0.669 | 
484/1000: 0.973 | 0.915 | 0.845 | 0.755 | 0.668 | 
485/1000: 0.973 | 0.916 | 0.846 | 0.755 | 0.669 | 
486/1000: 0.973 | 0.916 | 0.846 | 0.756 | 0.669 | 
487/1000: 0.973 | 0.916 | 0.846 | 0.756 | 0.670 | 
488/1000: 0.973 | 0.916 | 0.847 | 0.757 | 0.671 | 
489/1000: 0.973 | 0.914 | 0.845 | 0.755 | 0.669 | 
490/1000: 0.974 | 0.914 | 0.845 | 0.756 | 0.670 | 
491/1000: 0.974 | 0.915 | 0.846 | 0.756 | 0.671 | 
492/1000: 0.974 | 0.915 | 0.846 | 0.757 | 0.671 | 
493/1000: 0.974 | 0.915 | 0.846 | 0.757 | 0.672 | 
494/1000: 0.974 | 0.915 | 0.846 | 0.758 | 0.673 | 
495/1000: 0.974 | 0.915 | 0.847 | 0.758 | 0.671 | 
496/1000: 0.974 | 0.915 | 0.847 | 0.759 | 0.672 | 
497/1000: 0.974 | 0.916 | 0.847 | 0.759 | 0.673 | 
498/1000: 0.974 | 0.916 | 0.846 | 0.758 | 0.671 | 
499/1000: 0.974 | 0.916 | 0.844 | 0.756 | 0.670 | 
500/1000: 0.972 | 0.914 | 0.842 | 0.754 | 0.669 | 
501/1000: 0.972 | 0.914 | 0.841 | 0.753 | 0.667 | 
502/1000: 0.972 | 0.915 | 0.841 | 0.753 | 0.666 | 
503/1000: 0.972 | 0.915 | 0.841 | 0.752 | 0.665 | 
504/1000: 0.972 | 0.915 | 0.842 | 0.752 | 0.665 | 
505/1000: 0.972 | 0.915 | 0.842 | 0.751 | 0.664 | 
506/1000: 0.972 | 0.915 | 0.842 | 0.751 | 0.665 | 
507/1000: 0.972 | 0.915 | 0.843 | 0.752 | 0.663 | 
508/1000: 0.972 | 0.916 | 0.843 | 0.752 | 0.664 | 
509/1000: 0.973 | 0.916 | 0.843 | 0.753 | 0.665 | 
510/1000: 0.973 | 0.916 | 0.843 | 0.753 | 0.665 | 
511/1000: 0.971 | 0.914 | 0.842 | 0.752 | 0.664 | 
512/1000: 0.971 | 0.912 | 0.840 | 0.750 | 0.663 | 
513/1000: 0.971 | 0.912 | 0.840 | 0.751 | 0.663 | 
514/1000: 0.971 | 0.913 | 0.841 | 0.751 | 0.664 | 
515/1000: 0.971 | 0.913 | 0.841 | 0.752 | 0.665 | 
516/1000: 0.971 | 0.913 | 0.841 | 0.752 | 0.665 | 
517/1000: 0.971 | 0.913 | 0.842 | 0.753 | 0.666 | 
518/1000: 0.971 | 0.913 | 0.842 | 0.753 | 0.667 | 
519/1000: 0.971 | 0.913 | 0.842 | 0.752 | 0.665 | 
520/1000: 0.971 | 0.912 | 0.841 | 0.750 | 0.664 | 
521/1000: 0.971 | 0.912 | 0.841 | 0.751 | 0.665 | 
522/1000: 0.971 | 0.912 | 0.841 | 0.751 | 0.665 | 
523/1000: 0.971 | 0.912 | 0.842 | 0.752 | 0.666 | 
524/1000: 0.971 | 0.912 | 0.840 | 0.750 | 0.665 | 
525/1000: 0.971 | 0.913 | 0.840 | 0.751 | 0.663 | 
526/1000: 0.972 | 0.913 | 0.841 | 0.750 | 0.662 | 
527/1000: 0.972 | 0.913 | 0.841 | 0.750 | 0.663 | 
528/1000: 0.972 | 0.913 | 0.841 | 0.750 | 0.664 | 
529/1000: 0.972 | 0.913 | 0.842 | 0.749 | 0.662 | 
530/1000: 0.972 | 0.913 | 0.842 | 0.748 | 0.661 | 
531/1000: 0.972 | 0.914 | 0.842 | 0.748 | 0.662 | 
532/1000: 0.970 | 0.912 | 0.841 | 0.747 | 0.660 | 
533/1000: 0.970 | 0.912 | 0.841 | 0.747 | 0.659 | 
534/1000: 0.970 | 0.912 | 0.841 | 0.748 | 0.660 | 
535/1000: 0.970 | 0.912 | 0.841 | 0.746 | 0.659 | 
536/1000: 0.970 | 0.912 | 0.842 | 0.747 | 0.659 | 
537/1000: 0.970 | 0.913 | 0.842 | 0.747 | 0.658 | 
538/1000: 0.970 | 0.913 | 0.842 | 0.748 | 0.657 | 
539/1000: 0.970 | 0.913 | 0.843 | 0.748 | 0.657 | 
540/1000: 0.970 | 0.913 | 0.843 | 0.749 | 0.658 | 
541/1000: 0.970 | 0.913 | 0.843 | 0.749 | 0.659 | 
542/1000: 0.971 | 0.913 | 0.843 | 0.750 | 0.659 | 
543/1000: 0.971 | 0.914 | 0.842 | 0.748 | 0.658 | 
544/1000: 0.971 | 0.914 | 0.842 | 0.749 | 0.659 | 
545/1000: 0.971 | 0.914 | 0.842 | 0.749 | 0.659 | 
546/1000: 0.969 | 0.912 | 0.841 | 0.748 | 0.658 | 
547/1000: 0.969 | 0.912 | 0.841 | 0.748 | 0.659 | 
548/1000: 0.969 | 0.913 | 0.842 | 0.749 | 0.659 | 
549/1000: 0.969 | 0.913 | 0.842 | 0.749 | 0.660 | 
550/1000: 0.969 | 0.913 | 0.842 | 0.750 | 0.661 | 
551/1000: 0.969 | 0.913 | 0.842 | 0.750 | 0.661 | 
552/1000: 0.969 | 0.913 | 0.843 | 0.750 | 0.662 | 
553/1000: 0.969 | 0.913 | 0.843 | 0.751 | 0.662 | 
554/1000: 0.969 | 0.914 | 0.843 | 0.751 | 0.663 | 
555/1000: 0.969 | 0.914 | 0.842 | 0.750 | 0.662 | 
556/1000: 0.969 | 0.914 | 0.842 | 0.750 | 0.662 | 
557/1000: 0.970 | 0.914 | 0.842 | 0.751 | 0.661 | 
558/1000: 0.970 | 0.914 | 0.843 | 0.751 | 0.662 | 
559/1000: 0.970 | 0.914 | 0.843 | 0.750 | 0.661 | 
560/1000: 0.970 | 0.914 | 0.843 | 0.750 | 0.661 | 
561/1000: 0.970 | 0.913 | 0.842 | 0.749 | 0.660 | 
562/1000: 0.970 | 0.913 | 0.842 | 0.750 | 0.661 | 
563/1000: 0.970 | 0.913 | 0.842 | 0.750 | 0.661 | 
564/1000: 0.970 | 0.913 | 0.842 | 0.749 | 0.660 | 
565/1000: 0.970 | 0.913 | 0.843 | 0.749 | 0.661 | 
566/1000: 0.970 | 0.914 | 0.843 | 0.750 | 0.661 | 
567/1000: 0.970 | 0.914 | 0.843 | 0.750 | 0.662 | 
568/1000: 0.970 | 0.914 | 0.844 | 0.750 | 0.663 | 
569/1000: 0.970 | 0.914 | 0.844 | 0.751 | 0.663 | 
570/1000: 0.970 | 0.914 | 0.844 | 0.751 | 0.662 | 
571/1000: 0.970 | 0.914 | 0.843 | 0.750 | 0.661 | 
572/1000: 0.970 | 0.914 | 0.843 | 0.750 | 0.661 | 
573/1000: 0.970 | 0.913 | 0.841 | 0.749 | 0.660 | 
574/1000: 0.970 | 0.913 | 0.842 | 0.748 | 0.659 | 
575/1000: 0.970 | 0.913 | 0.842 | 0.748 | 0.658 | 
576/1000: 0.971 | 0.913 | 0.842 | 0.749 | 0.659 | 
577/1000: 0.971 | 0.913 | 0.843 | 0.749 | 0.659 | 
578/1000: 0.971 | 0.914 | 0.843 | 0.750 | 0.660 | 
579/1000: 0.971 | 0.912 | 0.841 | 0.748 | 0.659 | 
580/1000: 0.971 | 0.912 | 0.842 | 0.749 | 0.659 | 
581/1000: 0.971 | 0.912 | 0.842 | 0.749 | 0.660 | 
582/1000: 0.971 | 0.913 | 0.842 | 0.750 | 0.660 | 
583/1000: 0.971 | 0.913 | 0.842 | 0.750 | 0.659 | 
584/1000: 0.971 | 0.913 | 0.843 | 0.750 | 0.660 | 
585/1000: 0.971 | 0.911 | 0.841 | 0.749 | 0.659 | 
586/1000: 0.971 | 0.911 | 0.842 | 0.750 | 0.659 | 
587/1000: 0.971 | 0.912 | 0.842 | 0.750 | 0.660 | 
588/1000: 0.969 | 0.910 | 0.840 | 0.749 | 0.659 | 
589/1000: 0.969 | 0.910 | 0.839 | 0.747 | 0.658 | 
590/1000: 0.970 | 0.910 | 0.839 | 0.748 | 0.658 | 
591/1000: 0.970 | 0.909 | 0.838 | 0.747 | 0.657 | 
592/1000: 0.970 | 0.909 | 0.838 | 0.747 | 0.658 | 
593/1000: 0.970 | 0.909 | 0.838 | 0.746 | 0.657 | 
594/1000: 0.970 | 0.909 | 0.839 | 0.746 | 0.657 | 
595/1000: 0.970 | 0.909 | 0.839 | 0.747 | 0.656 | 
596/1000: 0.970 | 0.910 | 0.839 | 0.745 | 0.655 | 
597/1000: 0.970 | 0.910 | 0.839 | 0.746 | 0.656 | 
598/1000: 0.970 | 0.910 | 0.840 | 0.746 | 0.656 | 
599/1000: 0.970 | 0.910 | 0.840 | 0.747 | 0.655 | 
600/1000: 0.970 | 0.908 | 0.839 | 0.745 | 0.654 | 
601/1000: 0.970 | 0.909 | 0.839 | 0.746 | 0.654 | 
602/1000: 0.970 | 0.909 | 0.839 | 0.746 | 0.655 | 
603/1000: 0.970 | 0.909 | 0.839 | 0.747 | 0.656 | 
604/1000: 0.970 | 0.909 | 0.840 | 0.747 | 0.656 | 
605/1000: 0.970 | 0.909 | 0.838 | 0.746 | 0.655 | 
606/1000: 0.970 | 0.909 | 0.839 | 0.746 | 0.654 | 
607/1000: 0.970 | 0.910 | 0.839 | 0.747 | 0.655 | 
608/1000: 0.970 | 0.910 | 0.839 | 0.747 | 0.655 | 
609/1000: 0.970 | 0.910 | 0.839 | 0.748 | 0.656 | 
610/1000: 0.971 | 0.910 | 0.840 | 0.748 | 0.656 | 
611/1000: 0.971 | 0.910 | 0.840 | 0.748 | 0.657 | 
612/1000: 0.971 | 0.910 | 0.840 | 0.749 | 0.656 | 
613/1000: 0.971 | 0.910 | 0.840 | 0.748 | 0.655 | 
614/1000: 0.971 | 0.911 | 0.841 | 0.748 | 0.654 | 
615/1000: 0.971 | 0.911 | 0.841 | 0.748 | 0.654 | 
616/1000: 0.971 | 0.911 | 0.841 | 0.747 | 0.653 | 
617/1000: 0.971 | 0.911 | 0.841 | 0.746 | 0.652 | 
618/1000: 0.971 | 0.911 | 0.842 | 0.746 | 0.653 | 
619/1000: 0.971 | 0.911 | 0.842 | 0.747 | 0.653 | 
620/1000: 0.971 | 0.911 | 0.842 | 0.747 | 0.652 | 
621/1000: 0.971 | 0.912 | 0.842 | 0.748 | 0.653 | 
622/1000: 0.971 | 0.912 | 0.843 | 0.748 | 0.653 | 
623/1000: 0.971 | 0.912 | 0.843 | 0.748 | 0.654 | 
624/1000: 0.971 | 0.912 | 0.843 | 0.749 | 0.654 | 
625/1000: 0.971 | 0.912 | 0.843 | 0.748 | 0.653 | 
626/1000: 0.970 | 0.911 | 0.842 | 0.746 | 0.652 | 
627/1000: 0.970 | 0.911 | 0.842 | 0.747 | 0.653 | 
628/1000: 0.970 | 0.911 | 0.843 | 0.747 | 0.653 | 
629/1000: 0.970 | 0.911 | 0.843 | 0.748 | 0.654 | 
630/1000: 0.970 | 0.911 | 0.843 | 0.748 | 0.655 | 
631/1000: 0.970 | 0.911 | 0.843 | 0.747 | 0.653 | 
632/1000: 0.970 | 0.912 | 0.844 | 0.747 | 0.654 | 
633/1000: 0.970 | 0.912 | 0.844 | 0.748 | 0.655 | 
634/1000: 0.970 | 0.912 | 0.844 | 0.748 | 0.655 | 
635/1000: 0.970 | 0.912 | 0.844 | 0.748 | 0.656 | 
636/1000: 0.970 | 0.912 | 0.845 | 0.749 | 0.656 | 
637/1000: 0.970 | 0.912 | 0.845 | 0.749 | 0.657 | 
638/1000: 0.970 | 0.912 | 0.845 | 0.750 | 0.657 | 
639/1000: 0.970 | 0.912 | 0.845 | 0.750 | 0.656 | 
640/1000: 0.970 | 0.913 | 0.844 | 0.749 | 0.655 | 
641/1000: 0.970 | 0.913 | 0.844 | 0.749 | 0.656 | 
642/1000: 0.970 | 0.913 | 0.844 | 0.750 | 0.656 | 
643/1000: 0.970 | 0.913 | 0.845 | 0.750 | 0.657 | 
644/1000: 0.971 | 0.912 | 0.843 | 0.749 | 0.656 | 
645/1000: 0.971 | 0.912 | 0.844 | 0.749 | 0.656 | 
646/1000: 0.971 | 0.912 | 0.842 | 0.748 | 0.655 | 
647/1000: 0.971 | 0.912 | 0.843 | 0.748 | 0.656 | 
648/1000: 0.971 | 0.912 | 0.843 | 0.749 | 0.656 | 
649/1000: 0.971 | 0.912 | 0.843 | 0.748 | 0.655 | 
650/1000: 0.971 | 0.912 | 0.843 | 0.748 | 0.656 | 
651/1000: 0.971 | 0.913 | 0.844 | 0.748 | 0.656 | 
652/1000: 0.971 | 0.913 | 0.844 | 0.749 | 0.657 | 
653/1000: 0.971 | 0.913 | 0.844 | 0.749 | 0.657 | 
654/1000: 0.971 | 0.913 | 0.844 | 0.750 | 0.658 | 
655/1000: 0.971 | 0.913 | 0.845 | 0.748 | 0.657 | 
656/1000: 0.971 | 0.913 | 0.845 | 0.747 | 0.656 | 
657/1000: 0.971 | 0.913 | 0.845 | 0.748 | 0.657 | 
658/1000: 0.971 | 0.912 | 0.844 | 0.747 | 0.656 | 
659/1000: 0.971 | 0.912 | 0.844 | 0.745 | 0.655 | 
660/1000: 0.971 | 0.912 | 0.844 | 0.746 | 0.655 | 
661/1000: 0.971 | 0.912 | 0.843 | 0.745 | 0.654 | 
662/1000: 0.971 | 0.913 | 0.843 | 0.745 | 0.653 | 
663/1000: 0.971 | 0.913 | 0.843 | 0.745 | 0.654 | 
664/1000: 0.971 | 0.913 | 0.844 | 0.746 | 0.654 | 
665/1000: 0.971 | 0.913 | 0.844 | 0.746 | 0.655 | 
666/1000: 0.972 | 0.913 | 0.844 | 0.747 | 0.655 | 
667/1000: 0.972 | 0.913 | 0.844 | 0.747 | 0.656 | 
668/1000: 0.972 | 0.913 | 0.845 | 0.747 | 0.656 | 
669/1000: 0.972 | 0.913 | 0.845 | 0.748 | 0.657 | 
670/1000: 0.972 | 0.914 | 0.845 | 0.748 | 0.657 | 
671/1000: 0.972 | 0.914 | 0.845 | 0.749 | 0.658 | 
672/1000: 0.972 | 0.914 | 0.845 | 0.749 | 0.658 | 
673/1000: 0.972 | 0.914 | 0.846 | 0.749 | 0.659 | 
674/1000: 0.972 | 0.914 | 0.846 | 0.750 | 0.659 | 
675/1000: 0.972 | 0.914 | 0.845 | 0.749 | 0.658 | 
676/1000: 0.972 | 0.913 | 0.843 | 0.747 | 0.657 | 
677/1000: 0.972 | 0.913 | 0.844 | 0.748 | 0.658 | 
678/1000: 0.972 | 0.913 | 0.844 | 0.748 | 0.658 | 
679/1000: 0.972 | 0.913 | 0.844 | 0.749 | 0.659 | 
680/1000: 0.972 | 0.913 | 0.844 | 0.749 | 0.659 | 
681/1000: 0.972 | 0.913 | 0.845 | 0.749 | 0.660 | 
682/1000: 0.972 | 0.914 | 0.845 | 0.748 | 0.659 | 
683/1000: 0.972 | 0.914 | 0.845 | 0.749 | 0.659 | 
684/1000: 0.972 | 0.914 | 0.845 | 0.747 | 0.658 | 
685/1000: 0.972 | 0.914 | 0.845 | 0.748 | 0.659 | 
686/1000: 0.972 | 0.914 | 0.844 | 0.747 | 0.658 | 
687/1000: 0.972 | 0.914 | 0.844 | 0.747 | 0.658 | 
688/1000: 0.972 | 0.914 | 0.843 | 0.746 | 0.657 | 
689/1000: 0.972 | 0.914 | 0.843 | 0.746 | 0.658 | 
690/1000: 0.973 | 0.915 | 0.844 | 0.747 | 0.658 | 
691/1000: 0.973 | 0.915 | 0.842 | 0.746 | 0.658 | 
692/1000: 0.973 | 0.915 | 0.843 | 0.746 | 0.658 | 
693/1000: 0.973 | 0.915 | 0.843 | 0.746 | 0.659 | 
694/1000: 0.973 | 0.915 | 0.843 | 0.747 | 0.659 | 
695/1000: 0.973 | 0.915 | 0.843 | 0.747 | 0.658 | 
696/1000: 0.973 | 0.915 | 0.844 | 0.747 | 0.659 | 
697/1000: 0.973 | 0.915 | 0.844 | 0.748 | 0.659 | 
698/1000: 0.973 | 0.916 | 0.844 | 0.748 | 0.660 | 
699/1000: 0.973 | 0.916 | 0.844 | 0.749 | 0.660 | 
700/1000: 0.973 | 0.916 | 0.845 | 0.749 | 0.660 | 
701/1000: 0.973 | 0.916 | 0.845 | 0.749 | 0.661 | 
702/1000: 0.973 | 0.916 | 0.845 | 0.750 | 0.661 | 
703/1000: 0.973 | 0.916 | 0.845 | 0.750 | 0.662 | 
704/1000: 0.973 | 0.915 | 0.844 | 0.749 | 0.661 | 
705/1000: 0.973 | 0.915 | 0.843 | 0.748 | 0.660 | 
706/1000: 0.973 | 0.915 | 0.843 | 0.748 | 0.661 | 
707/1000: 0.972 | 0.914 | 0.842 | 0.747 | 0.660 | 
708/1000: 0.972 | 0.914 | 0.842 | 0.748 | 0.660 | 
709/1000: 0.972 | 0.914 | 0.841 | 0.746 | 0.659 | 
710/1000: 0.972 | 0.913 | 0.840 | 0.745 | 0.658 | 
711/1000: 0.972 | 0.913 | 0.840 | 0.746 | 0.659 | 
712/1000: 0.972 | 0.913 | 0.840 | 0.746 | 0.659 | 
713/1000: 0.972 | 0.913 | 0.840 | 0.746 | 0.660 | 
714/1000: 0.972 | 0.913 | 0.841 | 0.747 | 0.660 | 
715/1000: 0.972 | 0.912 | 0.839 | 0.746 | 0.659 | 
716/1000: 0.972 | 0.912 | 0.840 | 0.746 | 0.660 | 
717/1000: 0.972 | 0.912 | 0.840 | 0.747 | 0.660 | 
718/1000: 0.972 | 0.912 | 0.840 | 0.747 | 0.661 | 
719/1000: 0.972 | 0.912 | 0.840 | 0.747 | 0.661 | 
720/1000: 0.972 | 0.913 | 0.840 | 0.748 | 0.662 | 
721/1000: 0.972 | 0.913 | 0.841 | 0.748 | 0.662 | 
722/1000: 0.972 | 0.913 | 0.841 | 0.748 | 0.663 | 
723/1000: 0.972 | 0.913 | 0.841 | 0.749 | 0.663 | 
724/1000: 0.972 | 0.913 | 0.841 | 0.749 | 0.663 | 
725/1000: 0.972 | 0.913 | 0.842 | 0.749 | 0.664 | 
726/1000: 0.972 | 0.913 | 0.842 | 0.750 | 0.664 | 
727/1000: 0.973 | 0.912 | 0.841 | 0.749 | 0.663 | 
728/1000: 0.973 | 0.912 | 0.841 | 0.749 | 0.664 | 
729/1000: 0.973 | 0.912 | 0.841 | 0.749 | 0.664 | 
730/1000: 0.973 | 0.912 | 0.841 | 0.750 | 0.665 | 
731/1000: 0.971 | 0.911 | 0.840 | 0.749 | 0.664 | 
732/1000: 0.971 | 0.911 | 0.840 | 0.749 | 0.664 | 
733/1000: 0.971 | 0.911 | 0.841 | 0.749 | 0.665 | 
734/1000: 0.971 | 0.912 | 0.841 | 0.750 | 0.665 | 
735/1000: 0.971 | 0.910 | 0.840 | 0.749 | 0.664 | 
736/1000: 0.972 | 0.909 | 0.839 | 0.748 | 0.664 | 
737/1000: 0.972 | 0.909 | 0.839 | 0.748 | 0.664 | 
738/1000: 0.972 | 0.909 | 0.839 | 0.748 | 0.664 | 
739/1000: 0.972 | 0.909 | 0.839 | 0.749 | 0.665 | 
740/1000: 0.972 | 0.910 | 0.839 | 0.749 | 0.665 | 
741/1000: 0.972 | 0.910 | 0.840 | 0.749 | 0.666 | 
742/1000: 0.972 | 0.910 | 0.840 | 0.750 | 0.666 | 
743/1000: 0.972 | 0.910 | 0.840 | 0.750 | 0.667 | 
744/1000: 0.972 | 0.910 | 0.840 | 0.750 | 0.667 | 
745/1000: 0.972 | 0.910 | 0.840 | 0.751 | 0.668 | 
746/1000: 0.972 | 0.910 | 0.841 | 0.751 | 0.668 | 
747/1000: 0.972 | 0.910 | 0.841 | 0.751 | 0.668 | 
748/1000: 0.972 | 0.911 | 0.841 | 0.752 | 0.669 | 
749/1000: 0.972 | 0.911 | 0.841 | 0.752 | 0.669 | 
750/1000: 0.972 | 0.911 | 0.842 | 0.752 | 0.670 | 
751/1000: 0.972 | 0.911 | 0.842 | 0.753 | 0.670 | 
752/1000: 0.972 | 0.911 | 0.842 | 0.753 | 0.669 | 
753/1000: 0.972 | 0.911 | 0.842 | 0.753 | 0.670 | 
754/1000: 0.972 | 0.911 | 0.842 | 0.754 | 0.670 | 
755/1000: 0.972 | 0.911 | 0.843 | 0.753 | 0.669 | 
